Label,Area (µm^2),EquivalentDiameter (µm),MajorAxisLength (µm),MinorAxisLength (µm),Perimeter (µm),Orientation (deg),AspectRatio,Circularity,Solidity,Class
2,5184.0,81.24330003087691,171.4753232823532,57.8791092104072,293.82337649086287,87.9026281085544,2.962646205541815,0.7545745729014236,0.7058823529411765,Very Fine Sand
3,6048.0,87.75279349717744,107.90302938821506,79.47402042375474,320.7350647362943,73.49398191754486,1.3577144935272825,0.7388031899930199,0.84,Very Fine Sand
4,4752.0,77.78453777314289,86.4126523424894,77.4141633597482,269.8233764908628,13.025110693754,1.11623827723778,0.8202139488028485,0.825,Very Fine Sand
5,3456.0,66.33487669849642,126.81025595520138,55.381937349431084,238.36753236814715,-67.60587331701863,2.289740338173707,0.7643449431207886,0.6857142857142857,Very Fine Sand
6,1008.0,35.82492792865108,70.01851678987657,21.39471516889201,91.45584412271572,-86.96380289152478,3.2727015170402334,1.5144239562842168,0.7777777777777778,Silt/Clay
7,3168.0,63.51080914081473,70.44926189748846,61.45623190733258,192.42640687119285,80.63713491030339,1.1463322711310402,1.075141673905478,0.88,Very Fine Sand
8,5184.0,81.24330003087691,91.58283577161257,79.70031209214552,284.3086578651014,-67.2699965282344,1.1490900520656564,0.8059251087886671,0.8181818181818182,Very Fine Sand
9,4608.0,76.59691783707508,112.72499773282634,59.91514738473317,272.3086578651014,-6.474524247580478,1.8814106724796194,0.78090721451381,0.8,Very Fine Sand
10,5904.0,86.7018239261228,106.10237051164172,78.04808078807216,308.3086578651014,-73.34471081315066,1.359448809506883,0.7805213220556142,0.8723404255319149,Very Fine Sand
11,5904.0,86.7018239261228,110.37641522403646,86.13681114455696,320.73506473629425,-45.80794638408807,1.2814081895694978,0.7212126378503291,0.8723404255319149,Very Fine Sand
12,12384.0,125.56989496690778,192.45554673183221,86.74500536413427,475.5290039756342,-42.01046851031402,2.21863548136231,0.688203354693277,0.8686868686868687,Fine Sand
13,5040.0,80.10697413749455,88.97418304841864,82.27398512541804,286.79393923934003,-11.685625143891695,1.0814376246973676,0.7700172635037814,0.813953488372093,Very Fine Sand
14,1008.0,35.82492792865108,44.228478547167654,33.870173075705424,79.4558441227157,-72.23118693128777,1.3058238128370265,2.006405475692071,0.875,Silt/Clay
15,864.0,33.16743834924821,52.36005856124594,19.860117508788722,60.0,77.06684915928662,2.636442535552722,3.015928947446201,0.8571428571428571,Silt/Clay
16,10512.0,115.69050995762804,145.78002136170127,107.04276818857166,431.64675298172574,89.06399413258853,1.361885756774229,0.7089869797019617,0.8295454545454546,Very Fine Sand
17,2736.0,59.02188911239122,85.94783293374846,48.76315576593514,170.9116882454314,84.41664773078897,1.762556823563698,1.1770161688565017,0.8260869565217391,Silt/Clay
18,5040.0,80.10697413749455,103.80312007955445,63.69481778582944,252.8528137423857,-70.37450835519984,1.6296949059276238,0.9906148152434087,0.8974358974358975,Very Fine Sand
19,12096.0,124.10119069983386,154.21937162697944,109.04360533272552,450.6761902332485,-34.527562527360736,1.414290834904154,0.7483804147772294,0.875,Very Fine Sand
20,1008.0,35.82492792865108,49.864496468144836,22.865653597204485,86.48528137423858,-81.65040707825256,2.1807597257679605,1.6935030795523163,1.0,Silt/Clay
21,9504.0,110.00394826170097,154.9254587461417,84.14520950050766,385.7056274847714,83.92269383462728,1.841167900891696,0.8027944123586439,0.9295774647887324,Very Fine Sand
22,576.0,27.081100010292303,53.665631459994955,0.0,24.0,90.00003218077504,0,12.566370614359172,1.0,Silt/Clay
23,16272.0,143.9380209393285,220.58241948268218,101.40582285720706,539.6467529817257,-85.6852647300489,2.1752441158462044,0.7021528501115291,0.8968253968253969,Fine Sand
24,1584.0,44.90892382211466,48.92426501635863,44.134315223105176,117.94112549695427,-54.99157292395893,1.1085311909574123,1.4309831025532986,0.9166666666666666,Silt/Clay
25,4608.0,76.59691783707508,98.54756166500056,65.61918995143807,256.19090885900994,-59.87246205671048,1.501810091498102,0.8822565791392932,0.8648648648648649,Very Fine Sand
26,7776.0,99.50231504774462,147.73822375138792,75.30799284269047,329.8233764908628,-53.37997090500281,1.9617867662466544,0.8982624581425387,0.7941176470588235,Very Fine Sand
27,6624.0,91.83647828790974,115.74671389324959,83.67290893612423,322.79393923934003,-23.031102575756428,1.3833236511665974,0.798876128642055,0.7931034482758621,Very Fine Sand
28,720.0,30.277590264241923,49.1200582657625,18.762192728146058,52.970562748477136,84.84760710407011,2.6180339887498953,3.2245802287908285,0.8333333333333334,Silt/Clay
29,8784.0,105.75507628929057,156.9263377916418,82.98854402290905,383.2203461105329,78.93517101622159,1.8909397633042238,0.7516316747682452,0.8472222222222222,Very Fine Sand
30,14544.0,136.08084339328664,172.66631622018562,118.47256142723704,509.4701294725885,30.03621488385807,1.457437183260641,0.7041355602247757,0.8347107438016529,Fine Sand
31,4032.0,71.64985585730216,84.70351106487968,65.47167099652891,231.7645019878171,78.75288056533745,1.2937429238574096,0.9432711477921328,0.9032258064516129,Very Fine Sand
32,10080.0,113.28836926591555,135.65836236600887,103.41169034381201,405.58787847868,-28.01734493085433,1.3118281106805876,0.7700172635037816,0.8536585365853658,Very Fine Sand
33,13392.0,130.58033536139084,148.42155991123224,117.90736046732563,450.6761902332485,35.87875163358509,1.2587980879477212,0.8285640306462182,0.8942307692307693,Fine Sand
34,13248.0,129.87639311534423,203.52500818038382,87.45024059513125,484.61731573020273,20.69114605257005,2.3273235933408625,0.7088630319813585,0.8598130841121495,Fine Sand
35,6768.0,92.82933393474059,147.73372830485297,78.41022482605713,326.13203435596427,18.97628062438886,1.8841130558237908,0.799619349870998,0.6527777777777778,Very Fine Sand
36,2160.0,52.4423246684198,61.954248867558974,44.243768456773296,146.9116882454314,-62.62380992119553,1.4002932170682756,1.2576242881690398,0.8823529411764706,Silt/Clay
37,5328.0,82.36395021093237,89.16272167862408,78.74329963057012,248.73506473629425,25.859481439762664,1.1323213796848421,1.0821813722657543,0.9487179487179487,Very Fine Sand
38,6048.0,87.75279349717744,118.87236454445198,71.40094986404918,311.6467529817257,-50.19838566325619,1.6648569069569892,0.7825217793051803,0.8235294117647058,Very Fine Sand
39,18720.0,154.38602358193648,208.5722547513098,124.5200218829481,637.3523804664972,-64.34689863186753,1.6750097823414525,0.5791038923871416,0.7878787878787878,Fine Sand
40,4464.0,75.39059177177062,95.15807084602599,64.79456716203894,260.3086578651014,49.20106722461071,1.4686118761786566,0.8278598567373684,0.8157894736842105,Very Fine Sand
41,10224.0,114.09470235454539,150.27793755467036,96.36798976313591,434.98484809834997,-61.50147017197225,1.5594175817513718,0.6790198121249672,0.797752808988764,Very Fine Sand
42,3312.0,64.93819655767211,86.41384241035622,53.59419577691719,219.7645019878171,-22.653614616022335,1.612373152683342,0.8617575671002062,0.7931034482758621,Very Fine Sand
43,4176.0,72.91809335695798,102.85932793196076,62.19796203578039,250.79393923933998,4.319738023177565,1.6537411285724966,0.8343269650927273,0.7631578947368421,Very Fine Sand
44,5616.0,84.56070767935114,92.84685868777923,80.4352391412923,284.73506473629425,-16.229411825463878,1.1543057455785606,0.8704725025857082,0.8666666666666667,Very Fine Sand
45,16128.0,143.2997117146043,156.58289981764995,139.78394252108004,514.4406922210658,-45.01692623377881,1.1201780189740789,0.7658077390775196,0.8549618320610687,Fine Sand
46,3744.0,69.0435287010191,100.78050643487683,49.39946633526565,221.8233764908628,71.66630567348082,2.040113262578525,0.9561611214257791,0.8666666666666667,Very Fine Sand
47,19872.0,159.06544638285573,210.1578451096945,126.15387125045848,624.9259735953043,64.22002817864754,1.6658850261714084,0.6394318896622503,0.8313253012048193,Fine Sand
48,10368.0,114.8953767556126,131.72088195820143,106.71794772794634,378.6761902332486,-45.8394703092735,1.2342898712219852,0.9085918863263711,0.9113924050632911,Very Fine Sand
49,16272.0,143.9380209393285,240.2885120380958,103.98410249456794,651.8376618407357,-75.7384551540295,2.310819695257247,0.48125128330389433,0.7018633540372671,Fine Sand
50,29808.0,194.81458967301634,342.0874083443243,154.21591985846274,1025.543289325507,-73.94369959343237,2.2182366688101163,0.3561514421725678,0.6529968454258676,Fine Sand
51,4320.0,74.1646467884524,93.46940425855396,71.20077575104793,263.22034611053283,13.989190256348651,1.3127582287216624,0.7835283215010409,0.7894736842105263,Very Fine Sand
52,5904.0,86.7018239261228,92.61857272837052,90.3918555661072,306.2497833620557,16.738145133010136,1.0246340463786014,0.7910512707419227,0.7884615384615384,Very Fine Sand
53,9936.0,112.47625578978247,180.35253372218682,78.81443993924225,438.6761902332485,47.319536825445205,2.28831840791129,0.6488335833048446,0.7666666666666667,Very Fine Sand
54,5760.0,85.63795757533302,112.04872007512901,83.20170869354413,299.2203461105329,-44.23820553230759,1.3467117663152415,0.8084443040583185,0.8,Very Fine Sand
55,5904.0,86.7018239261228,108.97117209523654,86.41394855724388,323.2203461105329,11.129013474872849,1.2610368339209717,0.71016429079347,0.7592592592592593,Very Fine Sand
56,4896.0,78.95429570975449,99.23020693305287,67.9642380838709,260.3086578651014,41.05544890274619,1.4600355971120926,0.9079753267442106,0.85,Very Fine Sand
57,9504.0,110.00394826170097,150.95169718478218,88.47784422490598,420.49956672411133,10.858195717451133,1.7060960120261406,0.6754375273084462,0.825,Very Fine Sand
58,3744.0,69.0435287010191,87.33472876480525,59.85391637498797,224.3086578651014,17.715528619890037,1.4591313994835113,0.9350904691068808,0.8125,Very Fine Sand
59,11088.0,118.81784408085969,190.76696292347617,81.71831213182845,473.4701294725886,-81.49775006064345,2.3344457068047344,0.6215526334764584,0.8105263157894737,Very Fine Sand
